id,labels,kind,simpleName
CH.ifa.draw.framework.Drawing.removeAll(java.util.Vector),Operation,method,removeAll(java.util.Vector)
CH.ifa.draw.framework.PointConstrainer.getStepX(),Operation,method,getStepX()
CH.ifa.draw.figures.LineFigure.endPoint(),Operation,method,endPoint()
CH.ifa.draw.application.DrawApplication.promptOpen(),Operation,method,promptOpen()
CH.ifa.draw.standard.AbstractConnector.draw(java.awt.Graphics),Operation,method,draw(java.awt.Graphics)
"CH.ifa.draw.standard.ConnectionTool.findConnection(int,int,CH.ifa.draw.framework.Drawing).x",Variable,parameter,x
CH.ifa.draw.standard.AbstractConnector.abstractConnectorSerializedDataVersion,Variable,field,abstractConnectorSerializedDataVersion
CH.ifa.draw.figures.TextFigure.fHeight,Variable,field,fHeight
CH.ifa.draw.applet.DrawApplet.fgDrawPath,Variable,field,fgDrawPath
CH.ifa.draw.standard.StandardDrawingView.toggleSelection(CH.ifa.draw.framework.Figure),Operation,method,toggleSelection(CH.ifa.draw.framework.Figure)
"CH.ifa.draw.figures.TextTool.mouseDrag(java.awt.event.MouseEvent,int,int).x",Variable,parameter,x
"CH.ifa.draw.framework.DrawingView.findHandle(int,int).y",Variable,parameter,y
CH.ifa.draw.framework.DrawingView.removeFromSelection(CH.ifa.draw.framework.Figure),Operation,method,removeFromSelection(CH.ifa.draw.framework.Figure)
CH.ifa.draw.standard.StandardDrawingView.setDisplayUpdate(CH.ifa.draw.framework.Painter).updateStrategy,Variable,parameter,updateStrategy
CH.ifa.draw.standard.StandardDrawing.remove(CH.ifa.draw.framework.Figure),Operation,method,remove(CH.ifa.draw.framework.Figure)
"CH.ifa.draw.figures.PolyLineHandle.invokeStart(int,int,CH.ifa.draw.framework.DrawingView).y",Variable,parameter,y
"CH.ifa.draw.standard.CreationTool.mouseDrag(java.awt.event.MouseEvent,int,int).x",Variable,parameter,x
CH.ifa.draw.contrib.PolygonFigure.write(CH.ifa.draw.util.StorableOutput),Operation,method,write(CH.ifa.draw.util.StorableOutput)
CH.ifa.draw.figures.AttributeFigure.CH.ifa.draw.figures.AttributeFigure(),Constructor,ctor,CH.ifa.draw.figures.AttributeFigure()
CH.ifa.draw.samples.pert.PertFigure.setEnd(int),Operation,method,setEnd(int)
"CH.ifa.draw.util.CommandMenu.enable(java.lang.String,boolean).state",Variable,parameter,state
"CH.ifa.draw.samples.javadraw.URLTool.mouseDown(java.awt.event.MouseEvent,int,int)",Operation,method,"mouseDown(java.awt.event.MouseEvent,int,int)"
CH.ifa.draw.standard.BoxHandleKit.west(CH.ifa.draw.framework.Figure),Operation,method,west(CH.ifa.draw.framework.Figure)
CH.ifa.draw.framework.FigureChangeEvent.CH.ifa.draw.framework.FigureChangeEvent(CH.ifa.draw.framework.Figure),Constructor,ctor,CH.ifa.draw.framework.FigureChangeEvent(CH.ifa.draw.framework.Figure)
CH.ifa.draw.util.Geom.center(java.awt.Rectangle).r,Variable,parameter,r
"CH.ifa.draw.figures.LineFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",Operation,method,"basicDisplayBox(java.awt.Point,java.awt.Point)"
CH.ifa.draw.standard.StandardDrawingView.constrainPoint(java.awt.Point),Operation,method,constrainPoint(java.awt.Point)
"CH.ifa.draw.figures.RectangleFigure.CH.ifa.draw.figures.RectangleFigure(java.awt.Point,java.awt.Point)",Constructor,ctor,"CH.ifa.draw.figures.RectangleFigure(java.awt.Point,java.awt.Point)"
"CH.ifa.draw.standard.AbstractFigure.containsPoint(int,int).y",Variable,parameter,y
"CH.ifa.draw.figures.LineConnection.endPoint(int,int)",Operation,method,"endPoint(int,int)"
"CH.ifa.draw.figures.ArrowTip.outline(int,int,double).y",Variable,parameter,y
CH.ifa.draw.figures.RoundRectangleFigure.handles(),Operation,method,handles()
CH.ifa.draw.figures.PolyLineFigure.removePointAt(int),Operation,method,removePointAt(int)
"CH.ifa.draw.figures.PolyLineFigure.splitSegment(int,int).x",Variable,parameter,x
CH.ifa.draw.framework.FigureChangeListener.figureRequestUpdate(CH.ifa.draw.framework.FigureChangeEvent),Operation,method,figureRequestUpdate(CH.ifa.draw.framework.FigureChangeEvent)
CH.ifa.draw.standard.DragTracker,Structure,class,DragTracker
"CH.ifa.draw.framework.ConnectionFigure.endPoint(int,int)",Operation,method,"endPoint(int,int)"
"CH.ifa.draw.figures.ArrowTip.CH.ifa.draw.figures.ArrowTip(double,double,double).outerRadius",Variable,parameter,outerRadius
"CH.ifa.draw.standard.ConnectionTool.findSource(int,int,CH.ifa.draw.framework.Drawing)",Operation,method,"findSource(int,int,CH.ifa.draw.framework.Drawing)"
CH.ifa.draw.figures.ElbowConnection.connectedTextLocator(CH.ifa.draw.framework.Figure),Operation,method,connectedTextLocator(CH.ifa.draw.framework.Figure)
CH.ifa.draw.standard.ActionTool.CH.ifa.draw.standard.ActionTool(CH.ifa.draw.framework.DrawingView).itsView,Variable,parameter,itsView
"CH.ifa.draw.figures.PolyLineFigure.basicMoveBy(int,int)",Operation,method,"basicMoveBy(int,int)"
"CH.ifa.draw.standard.SelectAreaTracker.rubberBand(int,int,int,int).x2",Variable,parameter,x2
CH.ifa.draw.framework.DrawingView.checkDamage(),Operation,method,checkDamage()
CH.ifa.draw.contrib.PolygonScaleHandle,Structure,class,PolygonScaleHandle
CH.ifa.draw.samples.javadraw.JavaDrawApp.createTools(java.awt.Panel),Operation,method,createTools(java.awt.Panel)
CH.ifa.draw.figures.TextFigure.release(),Operation,method,release()
"CH.ifa.draw.figures.PolyLineFigure.containsPoint(int,int)",Operation,method,"containsPoint(int,int)"
"CH.ifa.draw.standard.AbstractTool.mouseDown(java.awt.event.MouseEvent,int,int)",Operation,method,"mouseDown(java.awt.event.MouseEvent,int,int)"
CH.ifa.draw.standard.AbstractFigure.write(CH.ifa.draw.util.StorableOutput),Operation,method,write(CH.ifa.draw.util.StorableOutput)
"CH.ifa.draw.standard.SelectAreaTracker.mouseUp(java.awt.event.MouseEvent,int,int).e",Variable,parameter,e
CH.ifa.draw.samples.net.NodeFigure.connectorVisibility(boolean),Operation,method,connectorVisibility(boolean)
CH.ifa.draw.standard.StandardDrawingView.update(java.awt.Graphics).g,Variable,parameter,g
CH.ifa.draw.samples.pert.PertFigure.displayBox(),Operation,method,displayBox()
CH.ifa.draw.figures.RadiusHandle.OFFSET,Variable,field,OFFSET
"CH.ifa.draw.standard.ConnectionHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).anchorY",Variable,parameter,anchorY
"CH.ifa.draw.contrib.TriangleRotationHandle.invokeStart(int,int,CH.ifa.draw.framework.Drawing)",Operation,method,"invokeStart(int,int,CH.ifa.draw.framework.Drawing)"
"CH.ifa.draw.standard.SelectionTool.createDragTracker(CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.Figure).view",Variable,parameter,view
"CH.ifa.draw.contrib.PolygonHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).anchorY",Variable,parameter,anchorY
"CH.ifa.draw.figures.FontSizeHandle.CH.ifa.draw.figures.FontSizeHandle(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Locator).owner",Variable,parameter,owner
"CH.ifa.draw.framework.Tool.keyDown(java.awt.event.KeyEvent,int).evt",Variable,parameter,evt
CH.ifa.draw.standard.DeleteCommand.isExecutable(),Operation,method,isExecutable()
CH.ifa.draw.framework.DrawingEditor.selectionChanged(CH.ifa.draw.framework.DrawingView),Operation,method,selectionChanged(CH.ifa.draw.framework.DrawingView)
"CH.ifa.draw.util.Geom.length2(int,int,int,int).x1",Variable,parameter,x1
CH.ifa.draw.util.PaletteButton.paint(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.figures.ArrowTip.CH.ifa.draw.figures.ArrowTip(double,double,double).innerRadius",Variable,parameter,innerRadius
"CH.ifa.draw.framework.Handle.invokeStep(int,int,CH.ifa.draw.framework.Drawing).dy",Variable,parameter,dy
"CH.ifa.draw.samples.javadraw.AnimationDecorator.basicMoveBy(int,int).x",Variable,parameter,x
CH.ifa.draw.figures.FigureAttributes.get(java.lang.String).name,Variable,parameter,name
CH.ifa.draw.standard.StandardDrawing.serialVersionUID,Variable,field,serialVersionUID
CH.ifa.draw.contrib.PolygonFigure.locator(int),Operation,method,locator(int)
CH.ifa.draw.figures.ShortestDistanceConnector.CH.ifa.draw.figures.ShortestDistanceConnector(CH.ifa.draw.framework.Figure),Constructor,ctor,CH.ifa.draw.figures.ShortestDistanceConnector(CH.ifa.draw.framework.Figure)
"CH.ifa.draw.figures.PolyLineHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).x",Variable,parameter,x
CH.ifa.draw.applet.DrawApplet.createButtons(java.awt.Panel),Operation,method,createButtons(java.awt.Panel)
"CH.ifa.draw.figures.PolyLineFigure.joinSegments(int,int).y",Variable,parameter,y
"CH.ifa.draw.standard.CompositeFigure.findFigure(int,int).y",Variable,parameter,y
CH.ifa.draw.applet.DrawApplet.fView,Variable,field,fView
CH.ifa.draw.application.DrawApplication.view(),Operation,method,view()
CH.ifa.draw.contrib.PolygonFigure.fPoly,Variable,field,fPoly
CH.ifa.draw.samples.javadraw.JavaDrawApp.startAnimation(),Operation,method,startAnimation()
CH.ifa.draw.standard.BoxHandleKit.east(CH.ifa.draw.framework.Figure),Operation,method,east(CH.ifa.draw.framework.Figure)
CH.ifa.draw.framework.DrawingView.drawHandles(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.framework.Handle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).anchorY",Variable,parameter,anchorY
CH.ifa.draw.standard.RelativeLocator.fRelativeY,Variable,field,fRelativeY
"CH.ifa.draw.framework.ConnectionFigure.joinSegments(int,int).y",Variable,parameter,y
CH.ifa.draw.standard.FigureChangeEventMulticaster.figureRemoved(CH.ifa.draw.framework.FigureChangeEvent),Operation,method,figureRemoved(CH.ifa.draw.framework.FigureChangeEvent)
CH.ifa.draw.application.DrawApplication.promptSaveAsSerialized(),Operation,method,promptSaveAsSerialized()
CH.ifa.draw.figures.AttributeFigure.getDefaultAttribute(java.lang.String).name,Variable,parameter,name
CH.ifa.draw.standard.ActionTool.action(CH.ifa.draw.framework.Figure),Operation,method,action(CH.ifa.draw.framework.Figure)
CH.ifa.draw.standard.DecoratorFigure.figureRequestRemove(CH.ifa.draw.framework.FigureChangeEvent),Operation,method,figureRequestRemove(CH.ifa.draw.framework.FigureChangeEvent)
"CH.ifa.draw.standard.ConnectionTool.findConnector(int,int,CH.ifa.draw.framework.Figure)",Operation,method,"findConnector(int,int,CH.ifa.draw.framework.Figure)"
CH.ifa.draw.standard.NullHandle.fLocator,Variable,field,fLocator
"CH.ifa.draw.figures.PolyLineFigure.connectorAt(int,int).x",Variable,parameter,x
CH.ifa.draw.samples.net.NetApp.main(java.lang.String[]).args,Variable,parameter,args
CH.ifa.draw.contrib.TriangleFigure.write(CH.ifa.draw.util.StorableOutput).dw,Variable,parameter,dw
CH.ifa.draw.standard.LocatorHandle.locate(),Operation,method,locate()
CH.ifa.draw.util.Geom.NORTH,Variable,field,NORTH
CH.ifa.draw.figures.FigureAttributes.figureAttributesSerializedDataVersion,Variable,field,figureAttributesSerializedDataVersion
"CH.ifa.draw.standard.SelectionTool.mouseUp(java.awt.event.MouseEvent,int,int).y",Variable,parameter,y
CH.ifa.draw.figures.RadiusHandle.fOwner,Variable,field,fOwner
CH.ifa.draw.framework.Figure,Structure,interface,Figure
"CH.ifa.draw.util.FloatingTextField.setBounds(java.awt.Rectangle,java.lang.String).text",Variable,parameter,text
CH.ifa.draw.application,Container,package,application
CH.ifa.draw.util.PaletteLayout.removeLayoutComponent(java.awt.Component),Operation,method,removeLayoutComponent(java.awt.Component)
CH.ifa.draw.contrib.TriangleFigure.write(CH.ifa.draw.util.StorableOutput),Operation,method,write(CH.ifa.draw.util.StorableOutput)
CH.ifa.draw.standard.StandardDrawingView.selectionZOrdered(),Operation,method,selectionZOrdered()
CH.ifa.draw.application.DrawApplication.createFileMenu(),Operation,method,createFileMenu()
"CH.ifa.draw.standard.BringToFrontCommand.CH.ifa.draw.standard.BringToFrontCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)",Constructor,ctor,"CH.ifa.draw.standard.BringToFrontCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)"
"CH.ifa.draw.standard.ChangeConnectionEndHandle.setPoint(int,int)",Operation,method,"setPoint(int,int)"
CH.ifa.draw.figures.PolyLineFigure.displayBox(),Operation,method,displayBox()
CH.ifa.draw.figures.PolyLineFigure.isEmpty(),Operation,method,isEmpty()
"CH.ifa.draw.figures.TextTool.CH.ifa.draw.figures.TextTool(CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.Figure).view",Variable,parameter,view
CH.ifa.draw.figures.ShortestDistanceConnector.findStart(CH.ifa.draw.framework.ConnectionFigure).connection,Variable,parameter,connection
"CH.ifa.draw.samples.javadraw.FollowURLTool.mouseMove(java.awt.event.MouseEvent,int,int).e",Variable,parameter,e
CH.ifa.draw.framework.Locator,Structure,interface,Locator
CH.ifa.draw.application.DrawApplication.fView,Variable,field,fView
"CH.ifa.draw.figures.RoundRectangleFigure.connectorAt(int,int)",Operation,method,"connectorAt(int,int)"
CH.ifa.draw.figures.ImageFigure.imageFigureSerializedDataVersion,Variable,field,imageFigureSerializedDataVersion
"CH.ifa.draw.standard.AbstractTool.mouseDown(java.awt.event.MouseEvent,int,int).e",Variable,parameter,e
"CH.ifa.draw.standard.ChangeConnectionStartHandle.setPoint(int,int).y",Variable,parameter,y
CH.ifa.draw.figures.LineConnection,Structure,class,LineConnection
CH.ifa.draw.util.StorableInput.retrieve(int),Operation,method,retrieve(int)
CH.ifa.draw.standard.HandleTracker,Structure,class,HandleTracker
CH.ifa.draw.application.DrawApplication.createSelectionTool(),Operation,method,createSelectionTool()
CH.ifa.draw.standard.DecoratorFigure.figureRequestRemove(CH.ifa.draw.framework.FigureChangeEvent).e,Variable,parameter,e
CH.ifa.draw.samples.javadraw.JavaDrawApplet.destroy(),Operation,method,destroy()
"CH.ifa.draw.standard.SendToBackCommand.CH.ifa.draw.standard.SendToBackCommand(java.lang.String,CH.ifa.draw.framework.DrawingView).name",Variable,parameter,name
CH.ifa.draw.framework.Drawing.release(),Operation,method,release()
CH.ifa.draw.util.Geom.south(java.awt.Rectangle).r,Variable,parameter,r
CH.ifa.draw.util.FloatingTextField.getPreferredSize(int),Operation,method,getPreferredSize(int)
"CH.ifa.draw.standard.AbstractHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).anchorX",Variable,parameter,anchorX
"CH.ifa.draw.util.Geom.intersect(int,int,int,int,int,int,int,int).ya",Variable,parameter,ya
CH.ifa.draw.standard.BoxHandleKit.northWest(CH.ifa.draw.framework.Figure),Operation,method,northWest(CH.ifa.draw.framework.Figure)
CH.ifa.draw.applet.DrawApplet.paletteUserSelected(CH.ifa.draw.util.PaletteButton),Operation,method,paletteUserSelected(CH.ifa.draw.util.PaletteButton)
CH.ifa.draw.standard.DecoratorFigure.read(CH.ifa.draw.util.StorableInput),Operation,method,read(CH.ifa.draw.util.StorableInput)
"CH.ifa.draw.samples.javadraw.Animator.CH.ifa.draw.samples.javadraw.Animator(CH.ifa.draw.util.Animatable,CH.ifa.draw.framework.DrawingView).view",Variable,parameter,view
"CH.ifa.draw.samples.net.NodeFigure.containsPoint(int,int)",Operation,method,"containsPoint(int,int)"
CH.ifa.draw.figures.FontSizeHandle.draw(java.awt.Graphics),Operation,method,draw(java.awt.Graphics)
"CH.ifa.draw.standard.CreationTool.mouseUp(java.awt.event.MouseEvent,int,int).y",Variable,parameter,y
"CH.ifa.draw.figures.GroupCommand.CH.ifa.draw.figures.GroupCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)",Constructor,ctor,"CH.ifa.draw.figures.GroupCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)"
CH.ifa.draw.figures.ElbowTextLocator.CH.ifa.draw.figures.ElbowTextLocator(),Constructor,ctor,CH.ifa.draw.figures.ElbowTextLocator()
CH.ifa.draw.samples.javadraw.PatternPainter.CH.ifa.draw.samples.javadraw.PatternPainter(java.awt.Image).image,Variable,parameter,image
CH.ifa.draw.application.DrawApplication.drawing(),Operation,method,drawing()
"CH.ifa.draw.framework.DrawingView.findHandle(int,int)",Operation,method,"findHandle(int,int)"
"CH.ifa.draw.util.Geom.polarToPoint(double,double,double).angle",Variable,parameter,angle
CH.ifa.draw.samples.javadraw.JavaDrawApplet.toggleAnimation(),Operation,method,toggleAnimation()
CH.ifa.draw.figures.LineConnection.removePointAt(int).i,Variable,parameter,i
CH.ifa.draw.standard.SouthWestHandle,Structure,class,SouthWestHandle
"CH.ifa.draw.contrib.PolygonFigure.setPointAt(java.awt.Point,int).p",Variable,parameter,p
CH.ifa.draw.standard.ChangeAttributeCommand.fValue,Variable,field,fValue
CH.ifa.draw.util.StorableInput.readString(),Operation,method,readString()
CH.ifa.draw.contrib.TriangleRotationHandle.locate(),Operation,method,locate()
"CH.ifa.draw.figures.RoundRectangleFigure.setArc(int,int)",Operation,method,"setArc(int,int)"
CH.ifa.draw.samples.pert.PertApplication.main(java.lang.String[]),Operation,method,main(java.lang.String[])
CH.ifa.draw.util.CommandButton.CH.ifa.draw.util.CommandButton(CH.ifa.draw.util.Command).command,Variable,parameter,command
CH.ifa.draw.figures.AttributeFigure.read(CH.ifa.draw.util.StorableInput).dr,Variable,parameter,dr
CH.ifa.draw.standard.AbstractConnector.findEnd(CH.ifa.draw.framework.ConnectionFigure),Operation,method,findEnd(CH.ifa.draw.framework.ConnectionFigure)
"CH.ifa.draw.figures.LineConnection.handleConnect(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure)",Operation,method,"handleConnect(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure)"
CH.ifa.draw.contrib.PolygonFigure.removePointAt(int).i,Variable,parameter,i
CH.ifa.draw.standard.OffsetLocator.locate(CH.ifa.draw.framework.Figure).owner,Variable,parameter,owner
"CH.ifa.draw.framework.ConnectionFigure.canConnect(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure).end",Variable,parameter,end
CH.ifa.draw.framework.DrawingChangeEvent.fRectangle,Variable,field,fRectangle
CH.ifa.draw.figures.TextFigure.fWidth,Variable,field,fWidth
CH.ifa.draw.samples.javadraw.JavaDrawViewer,Structure,class,JavaDrawViewer
"CH.ifa.draw.framework.Connector.containsPoint(int,int).x",Variable,parameter,x
CH.ifa.draw.util.CommandChoice.itemStateChanged(java.awt.event.ItemEvent).e,Variable,parameter,e
"CH.ifa.draw.figures.ArrowTip.addPointRelative(java.awt.Polygon,int,int,double,double).radius",Variable,parameter,radius
"CH.ifa.draw.standard.ConnectionTool.trackConnectors(java.awt.event.MouseEvent,int,int)",Operation,method,"trackConnectors(java.awt.event.MouseEvent,int,int)"
"CH.ifa.draw.samples.javadraw.AnimationDecorator.velocity(int,int)",Operation,method,"velocity(int,int)"
CH.ifa.draw.application.DrawApplication.stripTrailingAsterisks(java.lang.String),Operation,method,stripTrailingAsterisks(java.lang.String)
"CH.ifa.draw.samples.javadraw.PatternPainter.draw(java.awt.Graphics,CH.ifa.draw.framework.DrawingView)",Operation,method,"draw(java.awt.Graphics,CH.ifa.draw.framework.DrawingView)"
CH.ifa.draw.standard.CreationTool.CH.ifa.draw.standard.CreationTool(CH.ifa.draw.framework.DrawingView),Constructor,ctor,CH.ifa.draw.standard.CreationTool(CH.ifa.draw.framework.DrawingView)
CH.ifa.draw.standard.CompositeFigure.figureRequestUpdate(CH.ifa.draw.framework.FigureChangeEvent),Operation,method,figureRequestUpdate(CH.ifa.draw.framework.FigureChangeEvent)
CH.ifa.draw.application.DrawApplication.createContents(CH.ifa.draw.standard.StandardDrawingView),Operation,method,createContents(CH.ifa.draw.standard.StandardDrawingView)
"CH.ifa.draw.standard.AbstractTool.mouseMove(java.awt.event.MouseEvent,int,int).y",Variable,parameter,y
"CH.ifa.draw.framework.Figure.containsPoint(int,int).x",Variable,parameter,x
CH.ifa.draw.figures.LineConnection.removePointAt(int),Operation,method,removePointAt(int)
CH.ifa.draw.figures.TextFigure.figureRequestUpdate(CH.ifa.draw.framework.FigureChangeEvent),Operation,method,figureRequestUpdate(CH.ifa.draw.framework.FigureChangeEvent)
CH.ifa.draw.framework.Drawing.add(CH.ifa.draw.framework.Figure),Operation,method,add(CH.ifa.draw.framework.Figure)
"CH.ifa.draw.figures.ScribbleTool.mouseDrag(java.awt.event.MouseEvent,int,int)",Operation,method,"mouseDrag(java.awt.event.MouseEvent,int,int)"
CH.ifa.draw.framework.DrawingEditor.selectionChanged(CH.ifa.draw.framework.DrawingView).view,Variable,parameter,view
CH.ifa.draw.samples.pert.PertFigureCreationTool.CH.ifa.draw.samples.pert.PertFigureCreationTool(CH.ifa.draw.framework.DrawingView),Constructor,ctor,CH.ifa.draw.samples.pert.PertFigureCreationTool(CH.ifa.draw.framework.DrawingView)
char,Primitive,,char
CH.ifa.draw.util.CommandButton.CH.ifa.draw.util.CommandButton(CH.ifa.draw.util.Command),Constructor,ctor,CH.ifa.draw.util.CommandButton(CH.ifa.draw.util.Command)
"CH.ifa.draw.figures.FontSizeHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).anchorX",Variable,parameter,anchorX
"CH.ifa.draw.standard.NorthWestHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView)",Operation,method,"invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView)"
CH.ifa.draw.util.StorableOutput.writeString(java.lang.String),Operation,method,writeString(java.lang.String)
CH.ifa.draw.standard.StandardDrawingView.editor(),Operation,method,editor()
"CH.ifa.draw.figures.UngroupCommand.CH.ifa.draw.figures.UngroupCommand(java.lang.String,CH.ifa.draw.framework.DrawingView).view",Variable,parameter,view
"CH.ifa.draw.figures.ElbowHandle.CH.ifa.draw.figures.ElbowHandle(CH.ifa.draw.figures.LineConnection,int).owner",Variable,parameter,owner
CH.ifa.draw.util.ColorMap.fMap,Variable,field,fMap
"CH.ifa.draw.standard.ChangeConnectionHandle.invokeStart(int,int,CH.ifa.draw.framework.DrawingView)",Operation,method,"invokeStart(int,int,CH.ifa.draw.framework.DrawingView)"
CH.ifa.draw.framework.FigureChangeListener.figureRemoved(CH.ifa.draw.framework.FigureChangeEvent).e,Variable,parameter,e
"CH.ifa.draw.standard.AbstractHandle.invokeStart(int,int,CH.ifa.draw.framework.Drawing).drawing",Variable,parameter,drawing
"CH.ifa.draw.standard.ChangeConnectionHandle.findConnectableFigure(int,int,CH.ifa.draw.framework.Drawing)",Operation,method,"findConnectableFigure(int,int,CH.ifa.draw.framework.Drawing)"
CH.ifa.draw.figures.ConnectedTextTool,Structure,class,ConnectedTextTool
"CH.ifa.draw.figures.PolyLineFigure.basicMoveBy(int,int).dy",Variable,parameter,dy
"CH.ifa.draw.figures.PolyLineFigure.CH.ifa.draw.figures.PolyLineFigure(int,int).y",Variable,parameter,y
"CH.ifa.draw.standard.FigureChangeEventMulticaster.removeInternal(java.util.EventListener,java.util.EventListener).l",Variable,parameter,l
CH.ifa.draw.samples.pert.PertFigure.figureChanged(CH.ifa.draw.framework.FigureChangeEvent).e,Variable,parameter,e
CH.ifa.draw,Container,package,draw
"CH.ifa.draw.samples.javadraw.URLTool.mouseUp(java.awt.event.MouseEvent,int,int).x",Variable,parameter,x
CH.ifa.draw.framework.DrawingView.setCursor(java.awt.Cursor),Operation,method,setCursor(java.awt.Cursor)
CH.ifa.draw.standard.ChangeConnectionHandle.source(),Operation,method,source()
CH.ifa.draw.framework.Drawing.bringToFront(CH.ifa.draw.framework.Figure),Operation,method,bringToFront(CH.ifa.draw.framework.Figure)
CH.ifa.draw.standard.ConnectionTool.getTarget(),Operation,method,getTarget()
CH.ifa.draw.samples.javadraw.JavaDrawViewer.selectionChanged(CH.ifa.draw.framework.DrawingView),Operation,method,selectionChanged(CH.ifa.draw.framework.DrawingView)
CH.ifa.draw.standard.AbstractFigure.fListener,Variable,field,fListener
"CH.ifa.draw.standard.CompositeFigure.findFigure(int,int)",Operation,method,"findFigure(int,int)"
CH.ifa.draw.samples.javadraw.Animator.run(),Operation,method,run()
CH.ifa.draw.framework.Figure.willChange(),Operation,method,willChange()
CH.ifa.draw.framework.Figure.getAttribute(java.lang.String),Operation,method,getAttribute(java.lang.String)
"CH.ifa.draw.figures.PolyLineFigure.insertPointAt(java.awt.Point,int).i",Variable,parameter,i
CH.ifa.draw.util.PaletteButton.mouseClicked(java.awt.event.MouseEvent),Operation,method,mouseClicked(java.awt.event.MouseEvent)
"CH.ifa.draw.standard.DecoratorFigure.findFigureInside(int,int)",Operation,method,"findFigureInside(int,int)"
CH.ifa.draw.samples.javadraw.Animator.fView,Variable,field,fView
CH.ifa.draw.figures.ArrowTip.write(CH.ifa.draw.util.StorableOutput).dw,Variable,parameter,dw
"CH.ifa.draw.standard.CompositeFigure.findFigure(java.awt.Rectangle,CH.ifa.draw.framework.Figure).without",Variable,parameter,without
CH.ifa.draw.util.StorableOutput.writeInt(int),Operation,method,writeInt(int)
CH.ifa.draw.standard.CopyCommand.execute(),Operation,method,execute()
CH.ifa.draw.standard.StandardDrawingView.fEditor,Variable,field,fEditor
CH.ifa.draw.util.FloatingTextField.endOverlay(),Operation,method,endOverlay()
CH.ifa.draw.standard.ChangeConnectionHandle.CH.ifa.draw.standard.ChangeConnectionHandle(CH.ifa.draw.framework.Figure).owner,Variable,parameter,owner
"CH.ifa.draw.standard.FigureChangeEventMulticaster.remove(CH.ifa.draw.framework.FigureChangeListener,CH.ifa.draw.framework.FigureChangeListener)",Operation,method,"remove(CH.ifa.draw.framework.FigureChangeListener,CH.ifa.draw.framework.FigureChangeListener)"
"CH.ifa.draw.standard.ToolButton.CH.ifa.draw.standard.ToolButton(CH.ifa.draw.util.PaletteListener,java.lang.String,java.lang.String,CH.ifa.draw.framework.Tool)",Constructor,ctor,"CH.ifa.draw.standard.ToolButton(CH.ifa.draw.util.PaletteListener,java.lang.String,java.lang.String,CH.ifa.draw.framework.Tool)"
CH.ifa.draw.standard.CompositeFigure.add(CH.ifa.draw.framework.Figure),Operation,method,add(CH.ifa.draw.framework.Figure)
CH.ifa.draw.figures.TextFigure.read(CH.ifa.draw.util.StorableInput),Operation,method,read(CH.ifa.draw.util.StorableInput)
"CH.ifa.draw.applet.DrawApplet.createToolButton(java.lang.String,java.lang.String,CH.ifa.draw.framework.Tool).iconName",Variable,parameter,iconName
"CH.ifa.draw.application.DrawApplication.createColorMenu(java.lang.String,java.lang.String).attribute",Variable,parameter,attribute
CH.ifa.draw.standard.StandardDrawingView.readObject(java.io.ObjectInputStream),Operation,method,readObject(java.io.ObjectInputStream)
"CH.ifa.draw.standard.DecoratorFigure.connectorAt(int,int).x",Variable,parameter,x
CH.ifa.draw.util.PaletteButton.mouseDragged(java.awt.event.MouseEvent).e,Variable,parameter,e
CH.ifa.draw.figures.TextFigure.drawBackground(java.awt.Graphics),Operation,method,drawBackground(java.awt.Graphics)
"CH.ifa.draw.standard.ConnectionTool.mouseMove(java.awt.event.MouseEvent,int,int).e",Variable,parameter,e
CH.ifa.draw.standard.DecoratorFigure.CH.ifa.draw.standard.DecoratorFigure(),Constructor,ctor,CH.ifa.draw.standard.DecoratorFigure()
"CH.ifa.draw.util.Geom.length(int,int,int,int).x1",Variable,parameter,x1
"CH.ifa.draw.util.Geom.direction(int,int,int,int)",Operation,method,"direction(int,int,int,int)"
CH.ifa.draw.applet.SleeperThread.run(),Operation,method,run()
